Txhash,Blockno,UnixTimestamp,DateTime,From,To,ContractAddress,Value_IN(BNB),Value_OUT(BNB),CurrentValue @ $343/BNB,TxnFee(BNB),TxnFee(USD),Historical $Price/BNB,Status,ErrCode,Method
0xa1ea888604f66f50d92f7ba687ee1255fca20799d75605b03f3cd09a2cf8f15e,14286494,1641947567,1/12/2022 0:32,0x817dfe4072afd8e0cf4f6ae082daaaf4143dd7a4,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00039801,0.13651743,487.51,Error(0),execution reverted,Deposit
0x9484ea000dad1b04490f4235fb43aaf596f2101b6df75545858d34f9229259a4,14286498,1641947579,1/12/2022 0:32,0xe68d9c96c5a06b91ab5099e3f90ae4da7b8e8ede,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.000308975,0.105978425,487.51,,,Mass Stake Reward
0xd1e9931c77ea8b0fb30a8b1c47e4df5f5c4a122ba25ebad43a000f6b2bb8f337,14286499,1641947582,1/12/2022 0:33,0x66fcb32a3937d09852aece8ede489c53b1f38dc5,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.000892,0.305956,487.51,,,Deposit
0xb627793e39f1faf73eacee23d35d9ed171848b5e367f79063f22f65723c29e1d,14286500,1641947585,1/12/2022 0:33,0x2a479056fac97b62806cc740b11774e6598b1649,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00078709,0.26997187,487.51,,,Deposit
0xb30eca18e7a2dfc5d6ece640f604240dcfe817a4f29b8c34eecf5715ea7cca03,14286507,1641947606,1/12/2022 0:33,0x2a479056fac97b62806cc740b11774e6598b1649,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.001767165,0.606137595,487.51,,,Withdraw
0xf2e9fcc4cdadfb75c9d2011073597183d9fbeb9b4cb4167646a5226c852f354e,14286524,1641947657,1/12/2022 0:34,0x6643002a5a86e7302a8cfafdd395850455a4278d,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00096307,0.33033301,487.51,,,Deposit
0xe22e87f5d686f28957ddc5c1ee1468464e4b2984a4a5f12adc3b4e587399bb1f,14286531,1641947678,1/12/2022 0:34,0x0177039f8c845ad55924065af19b226c7163efb4,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00096301,0.33031243,487.51,,,Deposit
0xcc665511599cc0763d661ddbe358f25fb8f7125747e07ab7731e609bbbb98dcc,14286532,1641947681,1/12/2022 0:34,0x846b923b1be30fba4f8ff83618c6ead08aadcb8d,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00096301,0.33031243,487.51,,,Deposit
0x8011d0b5ae6c06702155bb7b5547fc77b4b5d5b549209ab6393f1129e29c3d4e,14286533,1641947684,1/12/2022 0:34,0x0813b13f440b05a753d532a498eacfd34422e42b,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00096301,0.33031243,487.51,,,Deposit
0x40abeb745bedc913d592b83d7ad2e79a5e86420ecf33c20eb15e9409f94c4979,14286533,1641947684,1/12/2022 0:34,0xbc097bcd67adf0f2068f7120eb202e18602503dc,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.000708325,0.242955475,487.51,,,Deposit
0x0ac09490520cbb9a4d50f5f2fc30d8071799a366a1300c8ee3c2b327fcf15569,14286537,1641947696,1/12/2022 0:34,0x28233c517116dfe511376dd4c9bd27563fb57609,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00149786,0.51376598,487.51,,,Withdraw
0xf4a8d414342698220b15b398ce635aa3414b5e983c593dfeac83ba9a6a8d7977,14286539,1641947702,1/12/2022 0:35,0xc307b9a008466d658fd0e6c11e86cdc95576a8a4,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00096301,0.33031243,487.51,,,Deposit
0xb444e08e864f07ec5fc62401cf8100dcc330bafab8a8c76050881e1ad7b59260,14286541,1641947708,1/12/2022 0:35,0xf87228b7e3842a7b9225d1812d7915d36af5382a,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00096301,0.33031243,487.51,,,Deposit
0x7210aa51970557642af0238609cf4ec7ffc2961aa9d7b3c5c269f8653402638e,14286542,1641947711,1/12/2022 0:35,0x28233c517116dfe511376dd4c9bd27563fb57609,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00103801,0.35603743,487.51,,,Deposit
0x0b842b827dcdd37f11d1e610f2a857aef2253618a99f1a1c856b86cc7a0f89e9,14286546,1641947723,1/12/2022 0:35,0xe68d9c96c5a06b91ab5099e3f90ae4da7b8e8ede,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00103801,0.35603743,487.51,,,Deposit
0x6a7e9c1d5c08d054f50eb2bc88877231cf3a7fb59812241586382b345af28cda,14286546,1641947723,1/12/2022 0:35,0x9cd67d6f8c7696c33bde34916c305b21acf62042,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.000708325,0.242955475,487.51,,,Deposit
0x7207108cc864f37ec1942dd0e31c78c625da5182efdfdb1caafac40762bdae51,14286547,1641947726,1/12/2022 0:35,0x28233c517116dfe511376dd4c9bd27563fb57609,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.001408685,0.483178955,487.51,,,Withdraw
0x6abd76a4174b852f0cb476ec9f357a22d9c2f1552dcf33b74bf29ed96fc34b95,14286549,1641947732,1/12/2022 0:35,0x45163aa7eb561321e104b7305a299dcf7de107db,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00096301,0.33031243,487.51,,,Deposit
0x5f6cbe64ef58748ceb7bdfe9e88f88cef5351cdeba607c3eadc8e39012f07fd2,14286556,1641947753,1/12/2022 0:35,0xac4d421512fb2037ddd130bef9a58648052c3abb,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00096301,0.33031243,487.51,,,Deposit
0x947e0c00cf0a9b4737d2c77639a8fe01177d25846187d80daa77f691488d4c21,14286558,1641947759,1/12/2022 0:35,0xb79252042f6639d02025ec881d52434cbe8cfb70,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00096301,0.33031243,487.51,,,Deposit
0x847fb29a4c797dd6dff2656526cd4f3daae3757910924bffd6c0b5cd599f04be,14286558,1641947759,1/12/2022 0:35,0x2d9cdb20c6d666c9836bfb6c04304ef235b3af54,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.000708325,0.242955475,487.51,,,Deposit
0x95378c1c9ea1aaf9ac1d4d3bfa33043d0689c4d219e8363258fc7c57731ea5cc,14286559,1641947762,1/12/2022 0:36,0xab3ee4425673e4903eb4f527a47e239f01de242e,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00096307,0.33033301,487.51,,,Deposit
0xa5bb78be4b8925c9d6429c2c0dcef8c9bb0eb04e3dc07adc5efb1801f62918eb,14286563,1641947774,1/12/2022 0:36,0x940c2d842932b3e2fa8784da5f6d4a043b99f9ee,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00096301,0.33031243,487.51,,,Deposit
0x41459a1dd54db784f920a5307153bcc8d0d70f20e7f13f955717539a41088a54,14286565,1641947780,1/12/2022 0:36,0x3ec0bdc1dca363368ba6cbcff90771eb9ea63594,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00096301,0.33031243,487.51,,,Deposit
0x762eca86a5f578b83ea3a519bee7e653701b77be28f66b8b0dcb8927877f0826,14286567,1641947786,1/12/2022 0:36,0xf91740d13d1d5d5a8fb7b4f437beff9a80e953d7,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00096295,0.33029185,487.51,,,Deposit
0xc536e1977b919868275d991005101c659f8f39905821fb861768167d01dcddd6,14286572,1641947801,1/12/2022 0:36,0x900f1e4412ed585ad832b9168847c3281b65a98f,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00096301,0.33031243,487.51,,,Deposit
0x41640eecff77e8ae4ce511dd59923c9b56d0d871dea6a4e703315883737156e4,14286574,1641947807,1/12/2022 0:36,0x7cf957174fda8fecb811c906fc612d2bbfd40b8e,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00096301,0.33031243,487.51,,,Deposit
0x414a954bb4dd7bcda856690fbcd7b6d1ce8adfbbfb7d90399c7106c46b50b9fe,14286575,1641947810,1/12/2022 0:36,0x8da81bdb0aed3d67832fccdb92aaa9376f25c51a,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00096301,0.33031243,487.51,,,Deposit
0x08037fe8918913845f533d3c8b207e4152ab32e480bd1e7404741cc9c5ecd6f8,14286579,1641947822,1/12/2022 0:37,0xe98dc2f5ad89fbe4b491c5e9cc78e2dbed516b78,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00096301,0.33031243,487.51,,,Deposit
0x3f6a47eef388f06ff31172de1bdfcfaadfdb8003bf97cf26b118aeecb2a1dda3,14286579,1641947822,1/12/2022 0:37,0xb67693f90ff6d63030a36bb5d182edf9df2616fa,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.000708325,0.242955475,487.51,,,Deposit
0x58070ce92987dc2d70daffd4e2361ed21ae5e61f950631fd52fadc51abced485,14286580,1641947825,1/12/2022 0:37,0x95d473bf1aa4f42e8f86fe2f0f1bfa1ad65295a2,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00103801,0.35603743,487.51,,,Deposit
0xa730b86d3b22ee40a8965e16e27efdd6957f3bb4aa941d412c520f74e52b590d,14286586,1641947843,1/12/2022 0:37,0xbe9751723599e7ec6c64fd550e279f27fbc81e46,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00096289,0.33027127,487.51,,,Deposit
0x1de1baa83e1834191d270bd5ec6fdffc4773ea08deedd28a03692d410fc85fa5,14286586,1641947843,1/12/2022 0:37,0xf2c3b0e53a9224d041e20b13d4f99b68cf62c5e0,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00155467,0.53325181,487.51,,,Withdraw
0xbe6719bb84654127d403a36cf19d32752a70969b3583ec1514d7affd23c75cda,14286586,1641947843,1/12/2022 0:37,0xf406c3df4e5885b18ee0fd63eb5efced6cfa881d,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.000708325,0.242955475,487.51,,,Deposit
0x1b714c5ed3188dc90e065b7d0fc26f1d35ec3744a81d2a5643f997bb94f66ec2,14286592,1641947861,1/12/2022 0:37,0x95d473bf1aa4f42e8f86fe2f0f1bfa1ad65295a2,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00173717,0.59584931,487.51,,,Deposit
0xd42b6e20298161179bfe3b9a36f99d1f6b3cbbdfab60e3afca30e1009efdf3a6,14286593,1641947864,1/12/2022 0:37,0x8e9a87e2ec35bafafb8a93d81b589eca92577054,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00096289,0.33027127,487.51,,,Deposit
0xb996d348b0e8c704fb51b7060b01fb518f6e34e51e4907077e996521b3353ccb,14286601,1641947888,1/12/2022 0:38,0xa2d294ab7c74a12fae4945f79f02e8c0f448add7,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00096307,0.33033301,487.51,,,Deposit
0x9620d92034776eff2c6cc3c929310bd0765c10d2d1b4b0669f778c04b0b02705,14286611,1641947918,1/12/2022 0:38,0x1cba22fed032dc74894e978386171ed9853decf0,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00096289,0.33027127,487.51,,,Deposit
0x34a1b2d79b720cd34344dbbe051e76c7a15c8b63270e82068a1da93a63123769,14286613,1641947924,1/12/2022 0:38,0x33f1f564e0f46a1bb81e9f9130b6203f3019bcb1,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.000555225,0.190442175,487.51,,,Mass Stake Reward
0x0938f05a85a2c9ebad312721617a2392e05c66c111cc7eca55a80f020e6718d3,14286618,1641947939,1/12/2022 0:38,0x591ca0acec1671ad723623ef0d4efad35895d5f3,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00096301,0.33031243,487.51,,,Deposit
0x1ffa96759929204fd91568937382ce5e40cae12efd90d99fb019eae5573db126,14286621,1641947948,1/12/2022 0:39,0xf2c3b0e53a9224d041e20b13d4f99b68cf62c5e0,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00096295,0.33029185,487.51,,,Deposit
0xaa9a71e2dc6b8149b063b2fcf8703b159147288f9b3883a72d8b764bd7192119,14286635,1641947990,1/12/2022 0:39,0xf0f9a298b96e645e7a96918b5bfa99bcc778a9b0,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00096301,0.33031243,487.51,,,Deposit
0x5defd85ae5d1775cff968684f5ce4300871816b3dcb7755865209f7a4ec57c12,14286636,1641947993,1/12/2022 0:39,0x144c485fcba327f8e078b0cf082304ec4f3fece3,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00096301,0.33031243,487.51,,,Deposit
0xd33af68a1008c2f2bb01d70902df70ee826248ef1cb815bc0d1b95eabc4623ab,14286641,1641948008,1/12/2022 0:40,0x92ea3779aec3e09e385fd718f389123a02b14713,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.000555225,0.190442175,487.51,,,Mass Stake Reward
0xd55fe76eaaef2ac44889cdbeaa8ce7343481bfa7c2f98907915ea75723972e8f,14286656,1641948053,1/12/2022 0:40,0x6c428b4a5f1478278399481ac9f1d4f0fa0d7404,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00096301,0.33031243,487.51,,,Deposit
0xcf8b46aa976149e52b82a900669f5f5f0b805407c030a99bed809a496340b3b8,14286661,1641948068,1/12/2022 0:41,0xb993f44a91c31261054a0e4cfc0ff132cbb9ade1,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00096301,0.33031243,487.51,,,Deposit
0xc3200e091db9dcee9081c0d0a6ae6e93e3a4697360a3da30406e71248459834f,14286661,1641948068,1/12/2022 0:41,0xf2c3b0e53a9224d041e20b13d4f99b68cf62c5e0,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.0015371,0.5272253,487.51,,,Deposit
0x16360c9cffd4a9e4384aabef892ec9e560f8eb28ed3d4d216bdc0981d265d521,14286663,1641948074,1/12/2022 0:41,0xc63f45a1c950bf043bc84cb5b3c30f39bdf61522,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00096301,0.33031243,487.51,,,Deposit
0x93a6a0dff69e5840aaddaad4cb72e598fbafc5990fe1a5783b06a6b7736a0c27,14286686,1641948143,1/12/2022 0:42,0xb8ce3fc4d0a60e9e28973d42435dac211b273b87,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00096301,0.33031243,487.51,,,Deposit
0x8239ee7d7207fe8d68f4585003dce7d71944578dd8ed1af051ee3292a1e7b486,14286691,1641948158,1/12/2022 0:42,0x0177039f8c845ad55924065af19b226c7163efb4,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00173717,0.59584931,487.51,,,Deposit
0x51a48ea16d7a7ad743a7419b1d9186a4abc80224944b8e25bc030f3de62eb712,14286699,1641948182,1/12/2022 0:43,0xef29f19c3088256634d0a749b08a58fa101e049a,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00103789,0.35599627,487.51,,,Deposit
0x24f2e6c3304b4cbb90f55e0841a0154c5983f2488017436936e171194cff0a9f,14286703,1641948194,1/12/2022 0:43,0xf87228b7e3842a7b9225d1812d7915d36af5382a,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00173717,0.59584931,487.51,,,Deposit
0xa8c92a2d719046a424cc6e0a862d54228b5a3b51ea10f64d935ac2e183f6f920,14286710,1641948215,1/12/2022 0:43,0x1c86e98a4cc451db8a502f31c14327d2b7cec123,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00096301,0.33031243,487.51,,,Deposit
0xcccb993de50622013c92b1fb3d1b04e65feeb266730dd91b833b00fe7dea4962,14286712,1641948221,1/12/2022 0:43,0x7567dee7d5199f03e1490f43e8d8c68bce58fff3,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.000892,0.305956,487.51,,,Deposit
0xd06f4d50701ab1f301f373c24a2b2cb04787187553974fd898da75925163d29f,14286744,1641948317,1/12/2022 0:45,0x2b86d782236469b008a8505e7f290098990f2cb4,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.000892,0.305956,487.51,,,Deposit
0x156e4b5d546d0a90a903d1ebec487f85413787804b5fb83c5fc0d9189ef2446e,14286744,1641948317,1/12/2022 0:45,0xf2c3b0e53a9224d041e20b13d4f99b68cf62c5e0,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00158717,0.54439931,487.51,,,Deposit
0x56d901b7ff2db6e7262905924a84d5d1c0fbb644c9b7c6f52687a5c8b86e8dc2,14286748,1641948329,1/12/2022 0:45,0x8da81bdb0aed3d67832fccdb92aaa9376f25c51a,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00173717,0.59584931,487.51,,,Deposit
0x15e1f91c211f41c8329a32e77118d2ae3a97a377bea19397f3f0f2177ad980d9,14286750,1641948335,1/12/2022 0:45,0xf9bf75a357fcaa5cf3d07ff1ef5a011391327fe6,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00134786,0.46231598,487.51,,,Withdraw
0x1861c4a6c56d8264125cfe86dae6ffd549156c77745a14dfa3ce87bdc2e19156,14286753,1641948344,1/12/2022 0:45,0xbadb57d2bdc83804877f1070f042cb74558ae184,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00096301,0.33031243,487.51,,,Deposit
0x489d0021f4013780672170aaa4bd00cef4b735f803c32c4fd31413e84fdeeea5,14286753,1641948344,1/12/2022 0:45,0xb4bb04faa940673da20b8c858f3726ac2174f164,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.000708325,0.242955475,487.51,,,Deposit
0x4fb781e354fa483afaa1bafa8a4b9d1a26aaed976411a54e575279f6dbc957c0,14286756,1641948353,1/12/2022 0:45,0x940c2d842932b3e2fa8784da5f6d4a043b99f9ee,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00173711,0.59582873,487.51,,,Deposit
0x96f7aa5cd22d7f591de8b8ccd2f3a517087f12d4587c5a3a5b00168e574c471c,14286758,1641948359,1/12/2022 0:45,0xbbccb9483ca91ac27fd14dd8e1481c0e0cd86d92,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00096301,0.33031243,487.51,,,Deposit
0xf690f70c7c6c9db8f4abee9f73d1cb6021536fb47fde811a2b0d57810bdf3ab2,14286761,1641948368,1/12/2022 0:46,0x9ce6d41f454bd78780abe6f1b99d4ef693db92d4,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00096295,0.33029185,487.51,,,Deposit
0x49dac4c9a7c2dec5482a335ffe6ab7b443a761cd92864084a357b9ffca24afd6,14286762,1641948371,1/12/2022 0:46,0xf9bf75a357fcaa5cf3d07ff1ef5a011391327fe6,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.001408685,0.483178955,487.51,,,Withdraw
0x9b3fd0dcc8de9b2f9d43dbfee7ba468afe686b02dce0c8fba89f343b28d0b925,14286762,1641948371,1/12/2022 0:46,0x7567dee7d5199f03e1490f43e8d8c68bce58fff3,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00103801,0.35603743,487.51,,,Deposit
0x6f61e7a53f8a4fb9dc8f7abaf6919dd3a62f962067b85c45dc7613f94555536c,14286767,1641948386,1/12/2022 0:46,0x0e3c770b5eb04775549d177d8db8f40b83797c25,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00096301,0.33031243,487.51,,,Deposit
0x2489d8eac1e223137ba31a623d4d77922b6e6c9f5bc85bea427b4d7e2542276a,14286768,1641948389,1/12/2022 0:46,0xf5868534806ca202c1fe302ffd95caf9ba3b2bcf,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00096301,0.33031243,487.51,,,Deposit
0x5fd0db7fe4971898883303aa1f7250dc1483d616a6b75ebe3220bf3d2ce7943e,14286768,1641948389,1/12/2022 0:46,0x2bc24306ad3450c6ef98465449f9da18194c2ffe,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.000708205,0.242914315,487.51,,,Deposit
0xe34fa72d40ac5cdda9b88c53285361a31985af7eff7b05b010b26726987a8060,14286769,1641948392,1/12/2022 0:46,0xef29f19c3088256634d0a749b08a58fa101e049a,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00173711,0.59582873,487.51,,,Deposit
0x22205e58d2095a9c8bbef8c0025908781f1d9bb3cb8a20c808937addc176605d,14286776,1641948413,1/12/2022 0:46,0xc63f45a1c950bf043bc84cb5b3c30f39bdf61522,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00173711,0.59582873,487.51,,,Deposit
0xf0757fc3cffc32911ddc7e313e8ded128431960a36ecaf22512c75d98468edf9,14286781,1641948428,1/12/2022 0:47,0x1cba22fed032dc74894e978386171ed9853decf0,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00158711,0.54437873,487.51,,,Deposit
0x9dffc251e7ccf70551367639ff67ddecc802ab3b162fde2ffd1fb801af9fe00f,14286791,1641948458,1/12/2022 0:47,0xef29f19c3088256634d0a749b08a58fa101e049a,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00158705,0.54435815,487.51,,,Deposit
0xeb2209986b4527798d541ad28d771733adf97dd10a86148db9da402b84d24c21,14286795,1641948470,1/12/2022 0:47,0x92ea3779aec3e09e385fd718f389123a02b14713,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00089206,0.30597658,487.51,,,Deposit
0xcb828cbfa479287eb39dec7b15e37f26677ed34320f3e144c485c7bd53f19c29,14286807,1641948508,1/12/2022 0:48,0x7f547ca5469fa33cc126aa821025e30185419324,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00096289,0.33027127,487.51,,,Deposit
0xf572c0103669792179c5ed2d920513ae129bda93343a74b23af2a5a8494fab88,14286823,1641948556,1/12/2022 0:49,0x92ea3779aec3e09e385fd718f389123a02b14713,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00096301,0.33031243,487.51,,,Deposit
0x83810cdaabc6b8072e6d584934dbb591cc82f25d6b8abeca7145eb8e44a75659,14286832,1641948583,1/12/2022 0:49,0x87f39942fff768b99d648efb8800a3502204fff2,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00103789,0.35599627,487.51,,,Deposit
0xa97d4c93796761892053bfc598e02524daa6bb21d49af6f5c4c18759cb95d8c7,14286834,1641948589,1/12/2022 0:49,0xc5cdc2b5ec5ce3394f58b33b38e27755520c5b1f,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00096301,0.33031243,487.51,,,Deposit
0x2263bcb3fc2046ac965bfaa4219aa36d34da01d95db396dccdaff65f41b9b62b,14286841,1641948610,1/12/2022 0:50,0x817dfe4072afd8e0cf4f6ae082daaaf4143dd7a4,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.001408685,0.483178955,487.51,,,Withdraw
0x987921d5711b66642ce19b53fb99e3f9ac2192bc2809c746bfb36f58affec207,14286853,1641948646,1/12/2022 0:50,0xf9bf75a357fcaa5cf3d07ff1ef5a011391327fe6,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00106787,0.36627941,487.51,,,Deposit
0x9156f4c55acbf1750b6afc8d37730406e1eb26cf34449b422e1633b68673ddac,14286881,1641948730,1/12/2022 0:52,0xa78b15874af53dd681a615fa005d4fd41286e89e,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00096301,0.33031243,487.51,,,Deposit
0x74ead567ee7644de9ffc76386886584510a3f7543290cc1b14fb3ff0c841be46,14286885,1641948742,1/12/2022 0:52,0xab3ee4425673e4903eb4f527a47e239f01de242e,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.001554495,0.533191785,487.51,,,Withdraw
0xccfaa8c0769a68fc60a9449da53f7da37274be2f88865aa2c1766121e40fe03e,14286897,1641948778,1/12/2022 0:52,0x144c485fcba327f8e078b0cf082304ec4f3fece3,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00173717,0.59584931,487.51,,,Deposit
0x7dca7cf10d0ff8d3f0f65024a50062459691d423ea93bff927604f13cbc3fd19,14286911,1641948820,1/12/2022 0:53,0x817dfe4072afd8e0cf4f6ae082daaaf4143dd7a4,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00079606,0.27304858,487.51,,,Deposit
0x93ec3ee6a09d725bc86bf7469042afb25f407fc24b265c84aa0b1a1ba5096459,14286916,1641948835,1/12/2022 0:53,0xe1e886d578b1ad32280b6c64ba52ed48f96c5b58,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00089206,0.30597658,487.51,,,Deposit
0x4304ec1eb43f54b29ec56825aa784790d946d1ce6e43de33ebcfee3eb037f61d,14286926,1641948865,1/12/2022 0:54,0xae5e6d0951245d5eaa0650e5e05e828a6e862717,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00096301,0.33031243,487.51,,,Deposit
0x52e13c8c6857bcf9a9d35e9477bdb1faa46659c93a0b829f4d1abb4ab3ccb814,14286949,1641948934,1/12/2022 0:55,0xecea5a323b07ad169afc44e3566c02105b1b9c17,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00096301,0.33031243,487.51,,,Deposit
0x34d42a381bded05e4094c704651cfd0c217ae90f5f91a4ba7ed732f2ce4976c0,14286962,1641948973,1/12/2022 0:56,0x0177039f8c845ad55924065af19b226c7163efb4,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00158717,0.54439931,487.51,,,Deposit
0x7a7bac5561559d36c88c0b773c713cab335a6c5bccce0173e097535b0c1af24f,14286988,1641949051,1/12/2022 0:57,0x4c89dcd8238206f7317ce6727da07571277f6af2,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.000892,0.305956,487.51,,,Deposit
0x29f3716fe005a310ef4295265d750dcf0b97cabdbc0ae115d434c67147dca9ae,14287008,1641949111,1/12/2022 0:58,0xf2c3b0e53a9224d041e20b13d4f99b68cf62c5e0,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00135163,0.46360909,487.51,,,Withdraw
0xeeb94101c183a78b38f20af762cf8ef62e671afc091082ddc22242355a3bfb4b,14287009,1641949114,1/12/2022 0:58,0xb79252042f6639d02025ec881d52434cbe8cfb70,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.001722735,0.590898105,487.51,,,Withdraw
