"HolderAddress","Balance","PendingBalanceUpdate"
"0x000000000000000000000000000000000000dead","777840.587584592","No"
"0x0503d71603c698a17e826ef15d3348a022f4c327","142.857142857143","No"
"0x095ad3d17697be667ace2eb11e07e53d5a3cc92c","2E-18","No"
"0x0e3ff30f3898caa064a0e63784281c63c567e2de","29.75","No"
"0x10ad6283c680dca61643b8caf4bedda639067ee2","34.2233333333333","No"
"0x10c6dc08368efdd895c9571037351dd0d312ed19","187.666666666667","No"
"0x156a53c47db6206037842e0dd7f6fa897d9532da","3.33333333333333","No"
"0x15965ef4652e57bf527db460a9891c4d891e716a","18.5714285714286","No"
"0x1914172d1c51412c3fc37ec86989edcc5fdcc0bc","2E-18","No"
"0x1b1f64696b055e28e3728bf8c89085ea2f90c826","10.135888590243","No"
"0x1b5bf5c3dec97e2a0d9554e15c81198a0b76ddba","20.6303203026756","No"
"0x209bff63c1413583784e4812288ac2f1e530a7da","166.666666666667","No"
"0x21face3f7d01accd991db9e1471336fad3596d2f","2E-18","No"
"0x2a479056fac97b62806cc740b11774e6598b1649","12.2395898058767","No"
"0x2da3c7522baab4d8b6ddd088e0e78d7730705a54","57.1428571428571","No"
"0x2dea720df2e4d611d504e97b85fa00e5ffbd59af","334.666666666667","No"
"0x306e3566323449ba1786795db64a42a2704d1bb2","9.993E-09","No"
"0x3ca0bf42f085be117d0ce8522919e2151a477cf6","1E-18","No"
"0x421fa1e0f040757bc75438711c66917ecf2c95de","443.266666666667","No"
"0x4342fb98e5187985ee84c6573f62785b997c2ded","2E-18","No"
"0x497357937dca87ff301beb030234cb8786d53878","456","No"
"0x49ede2f5874e02e99942675948c6b0fbd3ab9ac3","4.23939946550187","No"
"0x4a8784e30f2922170c92735389aea8291057bdb2","19.6666666666667","No"
"0x4c309178667477237367c993c1357f575654cba0","33.3333333333333","No"
"0x4e749c4f2a9c51b24c0d00cfe879fdb3fc7a4ff6","66.6666666666667","No"
"0x509228837c4f1b3324910379e468668cfe65b88f","28.5714285714286","No"
"0x526a48eff9a4f878cb891c4b10b46d4c3dfc7116","30.0327431645075","No"
"0x547e39b1e531d58c0a25a07aa9a932d722c73ae2","26.6666666666667","No"
"0x5551b6e3bc37d125274b8556f42ea5885348242f","0.666666666666667","No"
"0x5ce908a6ffb393e9cb88dd8d6e8594a6a14a0b60","1E-18","No"
"0x5f44b0df7722a2b420357f714665890f12a72aff","37.1428571428571","No"
"0x629eb25299266f0dd6504223d0f689a4f1c3307d","33.3333333333333","No"
"0x65e3d1aec3603155971927eb73f9255d7058534d","226.666666666667","No"
"0x65ff268da55d358d57157881b91bbd0b49ebef33","1E-18","No"
"0x6671299edd9c2e0b211d90a2775c24a9253c7e99","573.333333333333","No"
"0x66aafc2505821ba76a5c91857d6c4368d133bfbb","0.564206977214573","No"
"0x67da9ce2a83537ddb92f2a5cb33dee7b182172c6","2E-18","No"
"0x69b516ed75d419c5bba957baff02c07d8641ef28","2E-18","No"
"0x6d07e44adff4e33ad903ba10f2b9936a706d0b54","1E-18","No"
"0x6f03289532135c4bac90c572c8049235c785d88f","25","No"
"0x720ee847e27a400a03f429abf5b82fa99fe09296","166.666666666667","No"
"0x77ca3eb5b492a88d5e93d4a1f5252956e37da07f","2E-18","No"
"0x781f94f448a22913a356137d660d55262dc0e138","101.904761904762","No"
"0x7b71e2eb0e3f8af716d24c0575e7b527458b4bd3","79.6666666666667","No"
"0x7e4df3c88a7e91c68f96cd3e2e3c35544cbe0b1a","37.5","No"
"0x833852bc97a0c75ae4d9d627fb75226cf21ee58e","0.895100689628924","No"
"0x8613e0a5bd5179b8253091dd584c0807b7d67f22","2.25","No"
"0x8b414cd87edc3b78d5e503a2df87c0839ce4a5b0","3.02225320363601","No"
"0x8ef39d387333b9798c7242cbac047cbdf77b396f","15.1474160399309","No"
"0x95cb15c0d5e9625bf49252ad29d7cc0bc3d0f383","2E-18","No"
"0x9970bdba81948fd1912170d85c6eac6c860119d7","27.434416724664","No"
"0x99fefbc5ca74cc740395d65d384edd52cb3088bb","394.3904","No"
"0x9ffd96df3663a3126af5bcbf52e283659ed40ac6","1E-18","No"
"0xa1035c7e062da9b9d6f3e75ee0854708a73559cf","90","No"
"0xa3f17ec5e29d4578f7f282fbaebc9efe34b4a7d3","28.5714285714286","No"
"0xa44e14faa0c44543f273c7e0af00a2940ccaf259","333.333333333333","No"
"0xa664fc8075185500c4a321f399b49df47454ffa4","2E-18","No"
"0xa859ca66a4fd82feb8b8513bb590a5ff439f793d","2E-18","No"
"0xa918b159bd1e8fde48b6739e480869dd2cc8b043","144.857142857143","No"
"0xab4f3158a1809fd7639810338bef0b0077dac701","22.94522709","No"
"0xad6ca7c8d96746e37eb4e7132ded3c30dd9d9651","29.979","No"
"0xb0180b561cc206050a9f46dd92dc492ad1ab9457","16.6666666666667","No"
"0xb2d4f69d4f21cceda3719aed2448fb401b0ad2b2","2","No"
"0xb5b5c0fa07f93ad7575c9c2a2977df52e954d51e","23.3333333333333","No"
"0xb7660c0c8538b826169d9287eae4a098eb0c4354","2E-18","No"
"0xba22bf5447fb61e4a054b7cb1e0706b4c7bec085","131.428571428571","No"
"0xbde7ea53bf026763106b534405704b7909e31ca9","1.26407242394733","No"
"0xc14a322f28d4633937e58fe59087d0a5a13b225a","266.666666666667","No"
"0xc186aa28928462ffdd96763b5f8b3c67da4fee3d","21.7036808140394","No"
"0xc1b5430697ba97e3043eab1e899730f02408cd12","5","No"
"0xc20bd506d3ac925e5e02676feee66b9b30787879","93.6022622384012","No"
"0xc2195413fbe194837db088ff98e79df414d9a6b6","83.3333333333333","No"
"0xc580ac506bd2e9cd065d7becf9594ec0dd737b13","40.2555461817302","No"
"0xcb781ef9b78c56788b7d3678b3fe49e115336f4d","4.02480420943338","No"
"0xcde689f011340b7152df4eacbb38ef823348711e","2E-18","No"
"0xd40f0ef879375572bef38992441863eae9c9531e","2E-18","No"
"0xd4b675aa0c7d5254fae249b55b4c6756e855d62e","187.666666666667","No"
"0xd4bd2ad0819d8575f0f3306709825cabd13d3dfe","4.779561963","No"
"0xd71864a63e8d6cbaa9f0423ea3a20cd078e71d05","0.072135743135207","No"
"0xd757b7ff351da9f501daab78707378bbddecb918","2E-18","No"
"0xd8ca4f9416225a918e22b80d8f24e229b6450adc","5.67340442915116","No"
"0xd97ed7c013801d4d4689880c4e8ca2d6d91f9dee","833.333333333333","No"
"0xd9992261e6125a2998d30d3f492dc25d0af98ed9","8.19414120457814","No"
"0xdb4a1463014116628ffa8a41ac7ac68c1a2126d6","1.47812744115202","No"
"0xdb560b9f5b3ad6acb68c7ef1cf2f0ea4dcfdc535","35.0015358271429","No"
"0xe0628fe2309974943758a058ef0a520bc8f52e5f","1E-18","No"
"0xe6540f540738f7b975a7cedd81186dac8aac292e","1E-18","No"
"0xedeeff704a0c0ae871e615421dd86c769181bb33","0.476698387921545","No"
"0xee7fb1ba2761b87bbabce3f71403baf8d4862559","569","No"
"0xf197f06d4a7e064fd4bb137158b29814013a25c2","0.0615527084431828","No"
"0xf774e474050960b05306354c79b0e5cf3424d5ec","0.00786941796759301","No"
"0xf8459ba93f5b2df9b22b864c0fdbeed3eeacb7e0","16.3057142857143","No"
"0xf9440a3eac1dd1f41e248ca592c6efa6d6046212","9.86706529070489","No"
"0xf9ff88d9064ff5cb7d4fa376430244f0b1fcbd9c","33.3333333333333","No"
"0xfae0e9bd02bca4949c06a48d2741d31f49099170","571.428571428571","No"
"0xfeb670482124ef667f89954a58678c88d6c2567e","7.09078688508615","No"
