"Txhash","Blockno","UnixTimestamp","DateTime","From","To","ContractAddress","Value_IN(BNB)","Value_OUT(BNB)","CurrentValue @ $364.49/BNB","TxnFee(BNB)","TxnFee(USD)","Historical $Price/BNB","Status","ErrCode","Method"
"0x0389de67dc9df5b26b5b3c3ddfb999ac3176ba0836c42339ff7f7a3760540076","14283428","1641938354","2022-01-11 21:59:14","0x2a479056fac97b62806cc740b11774e6598b1649","0xcb7ad3af3ae8d6a04ac8eca9a77a95b2a72b06de","","0","0","0","0.00022177","0.0808329473","463.38","","","Approve",""
"0x0b98ff2ffee6e60eb7b7c01be775162416786a0ff998fc1950a74ad27bf0a6ee","14412800","1642327357","2022-01-16 10:02:37","0xd17e6f19e4dca06ccd8601003d61a018a2904cd7","0xcb7ad3af3ae8d6a04ac8eca9a77a95b2a72b06de","","0","0","0","0.00022177","0.0808329473","498.67","","","Approve",""
